State,Year,Winning Party,Flip,President,President Party,Winning Party D,Winning Party O,Winning Party R
Oregon,1940,D,0,Franklin Roosevelt,D,1,0,0
Pennsylvania,1940,D,0,Franklin Roosevelt,D,1,0,0
Rhode Island,1940,D,0,Franklin Roosevelt,D,1,0,0
South Carolina,1940,D,0,Franklin Roosevelt,D,1,0,0
South Dakota,1940,R,1,Franklin Roosevelt,D,0,0,1
Tennessee,1940,D,0,Franklin Roosevelt,D,1,0,0
Texas,1940,D,0,Franklin Roosevelt,D,1,0,0
Utah,1940,D,0,Franklin Roosevelt,D,1,0,0
Vermont,1940,R,0,Franklin Roosevelt,D,0,0,1
Virginia,1940,D,0,Franklin Roosevelt,D,1,0,0
Washington,1940,D,0,Franklin Roosevelt,D,1,0,0
West Virginia,1940,D,0,Franklin Roosevelt,D,1,0,0
Wisconsin,1940,D,0,Franklin Roosevelt,D,1,0,0
Wyoming,1940,D,0,Franklin Roosevelt,D,1,0,0
Alabama,1944,D,0,Franklin Roosevelt,D,1,0,0
Alaska,1944,,0,Franklin Roosevelt,D,0,0,0
Arizona,1944,D,0,Franklin Roosevelt,D,1,0,0
Arkansas,1944,D,0,Franklin Roosevelt,D,1,0,0
California,1944,D,0,Franklin Roosevelt,D,1,0,0
Colorado,1944,R,0,Franklin Roosevelt,D,0,0,1
Connecticut,1944,D,0,Franklin Roosevelt,D,1,0,0
D.C.,1944,,0,Franklin Roosevelt,D,0,0,0
Delaware,1944,D,0,Franklin Roosevelt,D,1,0,0
Florida,1944,D,0,Franklin Roosevelt,D,1,0,0
Georgia,1944,D,0,Franklin Roosevelt,D,1,0,0
Hawaii,1944,,0,Franklin Roosevelt,D,0,0,0
Idaho,1944,D,0,Franklin Roosevelt,D,1,0,0
Illinois,1944,D,0,Franklin Roosevelt,D,1,0,0
Indiana,1944,R,0,Franklin Roosevelt,D,0,0,1
Iowa,1944,R,0,Franklin Roosevelt,D,0,0,1
Kansas,1944,R,0,Franklin Roosevelt,D,0,0,1
Kentucky,1944,D,0,Franklin Roosevelt,D,1,0,0
Louisiana,1944,D,0,Franklin Roosevelt,D,1,0,0
Maine,1944,R,0,Franklin Roosevelt,D,0,0,1
Maryland,1944,D,0,Franklin Roosevelt,D,1,0,0
Massachusetts,1944,D,0,Franklin Roosevelt,D,1,0,0
Michigan,1944,D,1,Franklin Roosevelt,D,1,0,0
Minnesota,1944,D,0,Franklin Roosevelt,D,1,0,0
Mississippi,1944,D,0,Franklin Roosevelt,D,1,0,0
Missouri,1944,D,0,Franklin Roosevelt,D,1,0,0
Montana,1944,D,0,Franklin Roosevelt,D,1,0,0
Nebraska,1944,R,0,Franklin Roosevelt,D,0,0,1
Nevada,1944,D,0,Franklin Roosevelt,D,1,0,0
New Hampshire,1944,D,0,Franklin Roosevelt,D,1,0,0
New Jersey,1944,D,0,Franklin Roosevelt,D,1,0,0
New Mexico,1944,D,0,Franklin Roosevelt,D,1,0,0
New York,1944,D,0,Franklin Roosevelt,D,1,0,0
North Carolina,1944,D,0,Franklin Roosevelt,D,1,0,0
North Dakota,1944,R,0,Franklin Roosevelt,D,0,0,1
Ohio,1944,R,1,Franklin Roosevelt,D,0,0,1
Oklahoma,1944,D,0,Franklin Roosevelt,D,1,0,0
Oregon,1944,D,0,Franklin Roosevelt,D,1,0,0
Pennsylvania,1944,D,0,Franklin Roosevelt,D,1,0,0
Rhode Island,1944,D,0,Franklin Roosevelt,D,1,0,0
South Carolina,1944,D,0,Franklin Roosevelt,D,1,0,0
South Dakota,1944,R,0,Franklin Roosevelt,D,0,0,1
Tennessee,1944,D,0,Franklin Roosevelt,D,1,0,0
Texas,1944,D,0,Franklin Roosevelt,D,1,0,0
Utah,1944,D,0,Franklin Roosevelt,D,1,0,0
Vermont,1944,R,0,Franklin Roosevelt,D,0,0,1
Virginia,1944,D,0,Franklin Roosevelt,D,1,0,0
Washington,1944,D,0,Franklin Roosevelt,D,1,0,0
West Virginia,1944,D,0,Franklin Roosevelt,D,1,0,0
Wisconsin,1944,R,1,Franklin Roosevelt,D,0,0,1
Wyoming,1944,R,1,Franklin Roosevelt,D,0,0,1
Alabama,1948,D,0,Harry Truman,D,1,0,0
Alaska,1948,,0,Harry Truman,D,0,0,0
Arizona,1948,D,0,Harry Truman,D,1,0,0
Arkansas,1948,D,0,Harry Truman,D,1,0,0
California,1948,D,0,Harry Truman,D,1,0,0
Colorado,1948,D,1,Harry Truman,D,1,0,0
Connecticut,1948,R,1,Harry Truman,D,0,0,1
D.C.,1948,,0,Harry Truman,D,0,0,0
Delaware,1948,R,1,Harry Truman,D,0,0,1
Florida,1948,D,0,Harry Truman,D,1,0,0
Georgia,1948,D,0,Harry Truman,D,1,0,0
Hawaii,1948,,0,Harry Truman,D,0,0,0
Idaho,1948,D,0,Harry Truman,D,1,0,0
Illinois,1948,D,0,Harry Truman,D,1,0,0
Indiana,1948,R,0,Harry Truman,D,0,0,1
Iowa,1948,D,1,Harry Truman,D,1,0,0
Kansas,1948,R,0,Harry Truman,D,0,0,1
Kentucky,1948,D,0,Harry Truman,D,1,0,0
Louisiana,1948,D,0,Harry Truman,D,1,0,0
Maine,1948,R,0,Harry Truman,D,0,0,1
Maryland,1948,R,1,Harry Truman,D,0,0,1
Massachusetts,1948,D,0,Harry Truman,D,1,0,0
Michigan,1948,R,1,Harry Truman,D,0,0,1
Minnesota,1948,D,0,Harry Truman,D,1,0,0
Mississippi,1948,D,0,Harry Truman,D,1,0,0
Missouri,1948,D,0,Harry Truman,D,1,0,0
Montana,1948,D,0,Harry Truman,D,1,0,0
Nebraska,1948,R,0,Harry Truman,D,0,0,1
Nevada,1948,D,0,Harry Truman,D,1,0,0
New Hampshire,1948,R,1,Harry Truman,D,0,0,1
New Jersey,1948,R,1,Harry Truman,D,0,0,1
New Mexico,1948,D,0,Harry Truman,D,1,0,0
New York,1948,R,1,Harry Truman,D,0,0,1
North Carolina,1948,D,0,Harry Truman,D,1,0,0
North Dakota,1948,R,0,Harry Truman,D,0,0,1
Ohio,1948,D,1,Harry Truman,D,1,0,0
Oklahoma,1948,D,0,Harry Truman,D,1,0,0
Oregon,1948,R,1,Harry Truman,D,0,0,1
Pennsylvania,1948,R,1,Harry Truman,D,0,0,1
Rhode Island,1948,D,0,Harry Truman,D,1,0,0
South Carolina,1948,D,0,Harry Truman,D,1,0,0
South Dakota,1948,R,0,Harry Truman,D,0,0,1
Tennessee,1948,D,0,Harry Truman,D,1,0,0
Texas,1948,D,0,Harry Truman,D,1,0,0
Utah,1948,D,0,Harry Truman,D,1,0,0
Vermont,1948,R,0,Harry Truman,D,0,0,1
Virginia,1948,D,0,Harry Truman,D,1,0,0
Washington,1948,D,0,Harry Truman,D,1,0,0
West Virginia,1948,D,0,Harry Truman,D,1,0,0
Wisconsin,1948,D,1,Harry Truman,D,1,0,0
Wyoming,1948,D,1,Harry Truman,D,1,0,0
Alabama,1952,D,0,Dwight Eisenhower,R,1,0,0
Alaska,1952,,0,Dwight Eisenhower,R,0,0,0
Arizona,1952,R,1,Dwight Eisenhower,R,0,0,1
Arkansas,1952,D,0,Dwight Eisenhower,R,1,0,0
California,1952,R,1,Dwight Eisenhower,R,0,0,1
Colorado,1952,R,1,Dwight Eisenhower,R,0,0,1
Connecticut,1952,R,0,Dwight Eisenhower,R,0,0,1
D.C.,1952,,0,Dwight Eisenhower,R,0,0,0
Delaware,1952,R,0,Dwight Eisenhower,R,0,0,1
Florida,1952,R,1,Dwight Eisenhower,R,0,0,1
Georgia,1952,D,0,Dwight Eisenhower,R,1,0,0
Hawaii,1952,,0,Dwight Eisenhower,R,0,0,0
Idaho,1952,R,1,Dwight Eisenhower,R,0,0,1
Illinois,1952,R,1,Dwight Eisenhower,R,0,0,1
Indiana,1952,R,0,Dwight Eisenhower,R,0,0,1
Iowa,1952,R,1,Dwight Eisenhower,R,0,0,1
Kansas,1952,R,0,Dwight Eisenhower,R,0,0,1
Kentucky,1952,D,0,Dwight Eisenhower,R,1,0,0
Louisiana,1952,D,0,Dwight Eisenhower,R,1,0,0
Maine,1952,R,0,Dwight Eisenhower,R,0,0,1
Maryland,1952,R,0,Dwight Eisenhower,R,0,0,1
Massachusetts,1952,R,1,Dwight Eisenhower,R,0,0,1
Michigan,1952,R,0,Dwight Eisenhower,R,0,0,1
Minnesota,1952,R,1,Dwight Eisenhower,R,0,0,1
Mississippi,1952,D,0,Dwight Eisenhower,R,1,0,0
Missouri,1952,R,1,Dwight Eisenhower,R,0,0,1
Montana,1952,R,1,Dwight Eisenhower,R,0,0,1
Nebraska,1952,R,0,Dwight Eisenhower,R,0,0,1
Nevada,1952,R,1,Dwight Eisenhower,R,0,0,1
New Hampshire,1952,R,0,Dwight Eisenhower,R,0,0,1
New Jersey,1952,R,0,Dwight Eisenhower,R,0,0,1
New Mexico,1952,R,1,Dwight Eisenhower,R,0,0,1
New York,1952,R,0,Dwight Eisenhower,R,0,0,1
North Carolina,1952,D,0,Dwight Eisenhower,R,1,0,0
North Dakota,1952,R,0,Dwight Eisenhower,R,0,0,1
Ohio,1952,R,1,Dwight Eisenhower,R,0,0,1
Oklahoma,1952,R,1,Dwight Eisenhower,R,0,0,1
Oregon,1952,R,0,Dwight Eisenhower,R,0,0,1
Pennsylvania,1952,R,0,Dwight Eisenhower,R,0,0,1
Rhode Island,1952,R,1,Dwight Eisenhower,R,0,0,1
South Carolina,1952,D,0,Dwight Eisenhower,R,1,0,0
South Dakota,1952,R,0,Dwight Eisenhower,R,0,0,1
Tennessee,1952,R,1,Dwight Eisenhower,R,0,0,1
Texas,1952,R,1,Dwight Eisenhower,R,0,0,1
Utah,1952,R,1,Dwight Eisenhower,R,0,0,1
Vermont,1952,R,0,Dwight Eisenhower,R,0,0,1
Virginia,1952,R,1,Dwight Eisenhower,R,0,0,1
Washington,1952,R,1,Dwight Eisenhower,R,0,0,1
West Virginia,1952,D,0,Dwight Eisenhower,R,1,0,0
Wisconsin,1952,R,1,Dwight Eisenhower,R,0,0,1
Wyoming,1952,R,1,Dwight Eisenhower,R,0,0,1
Alabama,1956,D,0,Dwight Eisenhower,R,1,0,0
Alaska,1956,,0,Dwight Eisenhower,R,0,0,0
Arizona,1956,R,0,Dwight Eisenhower,R,0,0,1
Arkansas,1956,D,0,Dwight Eisenhower,R,1,0,0
California,1956,R,0,Dwight Eisenhower,R,0,0,1
Colorado,1956,R,0,Dwight Eisenhower,R,0,0,1
Connecticut,1956,R,0,Dwight Eisenhower,R,0,0,1
D.C.,1956,,0,Dwight Eisenhower,R,0,0,0
Delaware,1956,R,0,Dwight Eisenhower,R,0,0,1
Florida,1956,R,0,Dwight Eisenhower,R,0,0,1
Georgia,1956,D,0,Dwight Eisenhower,R,1,0,0
Hawaii,1956,,0,Dwight Eisenhower,R,0,0,0
Idaho,1956,R,0,Dwight Eisenhower,R,0,0,1
Illinois,1956,R,0,Dwight Eisenhower,R,0,0,1
Indiana,1956,R,0,Dwight Eisenhower,R,0,0,1
Iowa,1956,R,0,Dwight Eisenhower,R,0,0,1
Kansas,1956,R,0,Dwight Eisenhower,R,0,0,1
Kentucky,1956,R,1,Dwight Eisenhower,R,0,0,1
Louisiana,1956,R,1,Dwight Eisenhower,R,0,0,1
Maine,1956,R,0,Dwight Eisenhower,R,0,0,1
Maryland,1956,R,0,Dwight Eisenhower,R,0,0,1
Massachusetts,1956,R,0,Dwight Eisenhower,R,0,0,1
Michigan,1956,R,0,Dwight Eisenhower,R,0,0,1
Minnesota,1956,R,0,Dwight Eisenhower,R,0,0,1
Mississippi,1956,D,0,Dwight Eisenhower,R,1,0,0
Missouri,1956,D,1,Dwight Eisenhower,R,1,0,0
Montana,1956,R,0,Dwight Eisenhower,R,0,0,1
Nebraska,1956,R,0,Dwight Eisenhower,R,0,0,1
Nevada,1956,R,0,Dwight Eisenhower,R,0,0,1
New Hampshire,1956,R,0,Dwight Eisenhower,R,0,0,1
New Jersey,1956,R,0,Dwight Eisenhower,R,0,0,1
New Mexico,1956,R,0,Dwight Eisenhower,R,0,0,1
New York,1956,R,0,Dwight Eisenhower,R,0,0,1
North Carolina,1956,D,0,Dwight Eisenhower,R,1,0,0
North Dakota,1956,R,0,Dwight Eisenhower,R,0,0,1
Ohio,1956,R,0,Dwight Eisenhower,R,0,0,1
Oklahoma,1956,R,0,Dwight Eisenhower,R,0,0,1
Oregon,1956,R,0,Dwight Eisenhower,R,0,0,1
Pennsylvania,1956,R,0,Dwight Eisenhower,R,0,0,1
Rhode Island,1956,R,0,Dwight Eisenhower,R,0,0,1
South Carolina,1956,D,0,Dwight Eisenhower,R,1,0,0
South Dakota,1956,R,0,Dwight Eisenhower,R,0,0,1
Tennessee,1956,R,0,Dwight Eisenhower,R,0,0,1
Texas,1956,R,0,Dwight Eisenhower,R,0,0,1
Utah,1956,R,0,Dwight Eisenhower,R,0,0,1
Vermont,1956,R,0,Dwight Eisenhower,R,0,0,1
Virginia,1956,R,0,Dwight Eisenhower,R,0,0,1
Washington,1956,R,0,Dwight Eisenhower,R,0,0,1
West Virginia,1956,R,1,Dwight Eisenhower,R,0,0,1
Wisconsin,1956,R,0,Dwight Eisenhower,R,0,0,1
Wyoming,1956,R,0,Dwight Eisenhower,R,0,0,1
Alabama,1960,O,0,John F. Kennedy,D,0,1,0
Alaska,1960,R,0,John F. Kennedy,D,0,0,1
Arizona,1960,R,0,John F. Kennedy,D,0,0,1
Arkansas,1960,D,0,John F. Kennedy,D,1,0,0
California,1960,R,0,John F. Kennedy,D,0,0,1
Colorado,1960,R,0,John F. Kennedy,D,0,0,1
Connecticut,1960,D,1,John F. Kennedy,D,1,0,0
D.C.,1960,,0,John F. Kennedy,D,0,0,0
Delaware,1960,D,1,John F. Kennedy,D,1,0,0
Florida,1960,R,0,John F. Kennedy,D,0,0,1
Georgia,1960,D,0,John F. Kennedy,D,1,0,0
Hawaii,1960,D,0,John F. Kennedy,D,1,0,0
Idaho,1960,R,0,John F. Kennedy,D,0,0,1
Illinois,1960,D,1,John F. Kennedy,D,1,0,0
Indiana,1960,R,0,John F. Kennedy,D,0,0,1
Iowa,1960,R,0,John F. Kennedy,D,0,0,1
Kansas,1960,R,0,John F. Kennedy,D,0,0,1
Kentucky,1960,R,0,John F. Kennedy,D,0,0,1
Louisiana,1960,D,1,John F. Kennedy,D,1,0,0
Maine,1960,R,0,John F. Kennedy,D,0,0,1
Maryland,1960,D,1,John F. Kennedy,D,1,0,0
Massachusetts,1960,D,1,John F. Kennedy,D,1,0,0
Michigan,1960,D,1,John F. Kennedy,D,1,0,0
Minnesota,1960,D,1,John F. Kennedy,D,1,0,0
Mississippi,1960,O,0,John F. Kennedy,D,0,1,0
Missouri,1960,D,0,John F. Kennedy,D,1,0,0
Montana,1960,R,0,John F. Kennedy,D,0,0,1
Nebraska,1960,R,0,John F. Kennedy,D,0,0,1
Nevada,1960,D,1,John F. Kennedy,D,1,0,0
New Hampshire,1960,R,0,John F. Kennedy,D,0,0,1
New Jersey,1960,D,1,John F. Kennedy,D,1,0,0
New Mexico,1960,D,1,John F. Kennedy,D,1,0,0
New York,1960,D,1,John F. Kennedy,D,1,0,0
North Carolina,1960,D,0,John F. Kennedy,D,1,0,0
North Dakota,1960,R,0,John F. Kennedy,D,0,0,1
Ohio,1960,R,0,John F. Kennedy,D,0,0,1
Oklahoma,1960,R,0,John F. Kennedy,D,0,0,1
Oregon,1960,R,0,John F. Kennedy,D,0,0,1
Pennsylvania,1960,D,1,John F. Kennedy,D,1,0,0
Rhode Island,1960,D,1,John F. Kennedy,D,1,0,0
South Carolina,1960,D,0,John F. Kennedy,D,1,0,0
South Dakota,1960,R,0,John F. Kennedy,D,0,0,1
Tennessee,1960,R,0,John F. Kennedy,D,0,0,1
Texas,1960,D,1,John F. Kennedy,D,1,0,0
Utah,1960,R,0,John F. Kennedy,D,0,0,1
Vermont,1960,R,0,John F. Kennedy,D,0,0,1
Virginia,1960,R,0,John F. Kennedy,D,0,0,1
Washington,1960,R,0,John F. Kennedy,D,0,0,1
West Virginia,1960,D,1,John F. Kennedy,D,1,0,0
Wisconsin,1960,R,0,John F. Kennedy,D,0,0,1
Wyoming,1960,R,0,John F. Kennedy,D,0,0,1
Alabama,1964,R,0,Lyndon Johnson,D,0,0,1
Alaska,1964,D,1,Lyndon Johnson,D,1,0,0
Arizona,1964,R,0,Lyndon Johnson,D,0,0,1
Arkansas,1964,D,0,Lyndon Johnson,D,1,0,0
California,1964,D,1,Lyndon Johnson,D,1,0,0
Colorado,1964,D,1,Lyndon Johnson,D,1,0,0
Connecticut,1964,D,0,Lyndon Johnson,D,1,0,0
D.C.,1964,D,0,Lyndon Johnson,D,1,0,0
Delaware,1964,D,0,Lyndon Johnson,D,1,0,0
Florida,1964,D,1,Lyndon Johnson,D,1,0,0
Georgia,1964,R,1,Lyndon Johnson,D,0,0,1
Hawaii,1964,D,0,Lyndon Johnson,D,1,0,0
Idaho,1964,D,1,Lyndon Johnson,D,1,0,0
Illinois,1964,D,0,Lyndon Johnson,D,1,0,0
Indiana,1964,D,1,Lyndon Johnson,D,1,0,0
Iowa,1964,D,1,Lyndon Johnson,D,1,0,0
Kansas,1964,D,1,Lyndon Johnson,D,1,0,0
Kentucky,1964,D,1,Lyndon Johnson,D,1,0,0
Louisiana,1964,R,1,Lyndon Johnson,D,0,0,1
Maine,1964,D,1,Lyndon Johnson,D,1,0,0
Maryland,1964,D,0,Lyndon Johnson,D,1,0,0
Massachusetts,1964,D,0,Lyndon Johnson,D,1,0,0
Michigan,1964,D,0,Lyndon Johnson,D,1,0,0
Minnesota,1964,D,0,Lyndon Johnson,D,1,0,0
Mississippi,1964,R,0,Lyndon Johnson,D,0,0,1
Missouri,1964,D,0,Lyndon Johnson,D,1,0,0
Montana,1964,D,1,Lyndon Johnson,D,1,0,0
Nebraska,1964,D,1,Lyndon Johnson,D,1,0,0
Nevada,1964,D,0,Lyndon Johnson,D,1,0,0
New Hampshire,1964,D,1,Lyndon Johnson,D,1,0,0
New Jersey,1964,D,0,Lyndon Johnson,D,1,0,0
New Mexico,1964,D,0,Lyndon Johnson,D,1,0,0
New York,1964,D,0,Lyndon Johnson,D,1,0,0
North Carolina,1964,D,0,Lyndon Johnson,D,1,0,0
North Dakota,1964,D,1,Lyndon Johnson,D,1,0,0
Ohio,1964,D,1,Lyndon Johnson,D,1,0,0
Oklahoma,1964,D,1,Lyndon Johnson,D,1,0,0
Oregon,1964,D,1,Lyndon Johnson,D,1,0,0
Pennsylvania,1964,D,0,Lyndon Johnson,D,1,0,0
Rhode Island,1964,D,0,Lyndon Johnson,D,1,0,0
South Carolina,1964,R,1,Lyndon Johnson,D,0,0,1
South Dakota,1964,D,1,Lyndon Johnson,D,1,0,0
Tennessee,1964,D,1,Lyndon Johnson,D,1,0,0
Texas,1964,D,0,Lyndon Johnson,D,1,0,0
Utah,1964,D,1,Lyndon Johnson,D,1,0,0
Vermont,1964,D,1,Lyndon Johnson,D,1,0,0
Virginia,1964,D,1,Lyndon Johnson,D,1,0,0
Washington,1964,D,1,Lyndon Johnson,D,1,0,0
West Virginia,1964,D,0,Lyndon Johnson,D,1,0,0
Wisconsin,1964,D,1,Lyndon Johnson,D,1,0,0
Wyoming,1964,D,1,Lyndon Johnson,D,1,0,0
Alabama,1968,O,0,Richard Nixon,R,0,1,0
Alaska,1968,R,1,Richard Nixon,R,0,0,1
Arizona,1968,R,0,Richard Nixon,R,0,0,1
Arkansas,1968,O,0,Richard Nixon,R,0,1,0
California,1968,R,1,Richard Nixon,R,0,0,1
Colorado,1968,R,1,Richard Nixon,R,0,0,1
Connecticut,1968,D,0,Richard Nixon,R,1,0,0
D.C.,1968,D,0,Richard Nixon,R,1,0,0
Delaware,1968,R,1,Richard Nixon,R,0,0,1
Florida,1968,R,1,Richard Nixon,R,0,0,1
Georgia,1968,O,0,Richard Nixon,R,0,1,0
Hawaii,1968,D,0,Richard Nixon,R,1,0,0
Idaho,1968,R,1,Richard Nixon,R,0,0,1
Illinois,1968,R,1,Richard Nixon,R,0,0,1
Indiana,1968,R,1,Richard Nixon,R,0,0,1
Iowa,1968,R,1,Richard Nixon,R,0,0,1
Kansas,1968,R,1,Richard Nixon,R,0,0,1
Kentucky,1968,R,1,Richard Nixon,R,0,0,1
Louisiana,1968,O,0,Richard Nixon,R,0,1,0
Maine,1968,D,0,Richard Nixon,R,1,0,0
Maryland,1968,D,0,Richard Nixon,R,1,0,0
Massachusetts,1968,D,0,Richard Nixon,R,1,0,0
Michigan,1968,D,0,Richard Nixon,R,1,0,0
Minnesota,1968,D,0,Richard Nixon,R,1,0,0
Mississippi,1968,O,0,Richard Nixon,R,0,1,0
Missouri,1968,R,1,Richard Nixon,R,0,0,1
Montana,1968,R,1,Richard Nixon,R,0,0,1
Nebraska,1968,R,1,Richard Nixon,R,0,0,1
Nevada,1968,R,1,Richard Nixon,R,0,0,1
New Hampshire,1968,R,1,Richard Nixon,R,0,0,1
New Jersey,1968,R,1,Richard Nixon,R,0,0,1
New Mexico,1968,R,1,Richard Nixon,R,0,0,1
New York,1968,D,0,Richard Nixon,R,1,0,0
North Carolina,1968,R,1,Richard Nixon,R,0,0,1
North Dakota,1968,R,1,Richard Nixon,R,0,0,1
Ohio,1968,R,1,Richard Nixon,R,0,0,1
Oklahoma,1968,R,1,Richard Nixon,R,0,0,1
Oregon,1968,R,1,Richard Nixon,R,0,0,1
Pennsylvania,1968,D,0,Richard Nixon,R,1,0,0
Rhode Island,1968,D,0,Richard Nixon,R,1,0,0
South Carolina,1968,R,0,Richard Nixon,R,0,0,1
South Dakota,1968,R,1,Richard Nixon,R,0,0,1
Tennessee,1968,R,1,Richard Nixon,R,0,0,1
Texas,1968,D,0,Richard Nixon,R,1,0,0
Utah,1968,R,1,Richard Nixon,R,0,0,1
Vermont,1968,R,1,Richard Nixon,R,0,0,1
Virginia,1968,R,1,Richard Nixon,R,0,0,1
Washington,1968,D,0,Richard Nixon,R,1,0,0
West Virginia,1968,D,0,Richard Nixon,R,1,0,0
Wisconsin,1968,R,1,Richard Nixon,R,0,0,1
Wyoming,1968,R,1,Richard Nixon,R,0,0,1
Alabama,1972,R,0,Richard Nixon,R,0,0,1
Alaska,1972,R,0,Richard Nixon,R,0,0,1
Arizona,1972,R,0,Richard Nixon,R,0,0,1
Arkansas,1972,R,0,Richard Nixon,R,0,0,1
California,1972,R,0,Richard Nixon,R,0,0,1
Colorado,1972,R,0,Richard Nixon,R,0,0,1
Connecticut,1972,R,1,Richard Nixon,R,0,0,1
D.C.,1972,D,0,Richard Nixon,R,1,0,0
Delaware,1972,R,0,Richard Nixon,R,0,0,1
Florida,1972,R,0,Richard Nixon,R,0,0,1
Georgia,1972,R,0,Richard Nixon,R,0,0,1
Hawaii,1972,R,1,Richard Nixon,R,0,0,1
Idaho,1972,R,0,Richard Nixon,R,0,0,1
Illinois,1972,R,0,Richard Nixon,R,0,0,1
Indiana,1972,R,0,Richard Nixon,R,0,0,1
Iowa,1972,R,0,Richard Nixon,R,0,0,1
Kansas,1972,R,0,Richard Nixon,R,0,0,1
Kentucky,1972,R,0,Richard Nixon,R,0,0,1
Louisiana,1972,R,0,Richard Nixon,R,0,0,1
Maine,1972,R,1,Richard Nixon,R,0,0,1
Maryland,1972,R,1,Richard Nixon,R,0,0,1
Massachusetts,1972,D,0,Richard Nixon,R,1,0,0
Michigan,1972,R,1,Richard Nixon,R,0,0,1
Minnesota,1972,R,1,Richard Nixon,R,0,0,1
Mississippi,1972,R,0,Richard Nixon,R,0,0,1
Missouri,1972,R,0,Richard Nixon,R,0,0,1
Montana,1972,R,0,Richard Nixon,R,0,0,1
Nebraska,1972,R,0,Richard Nixon,R,0,0,1
Nevada,1972,R,0,Richard Nixon,R,0,0,1
New Hampshire,1972,R,0,Richard Nixon,R,0,0,1
New Jersey,1972,R,0,Richard Nixon,R,0,0,1
New Mexico,1972,R,0,Richard Nixon,R,0,0,1
New York,1972,R,1,Richard Nixon,R,0,0,1
North Carolina,1972,R,0,Richard Nixon,R,0,0,1
North Dakota,1972,R,0,Richard Nixon,R,0,0,1
Ohio,1972,R,0,Richard Nixon,R,0,0,1
Oklahoma,1972,R,0,Richard Nixon,R,0,0,1
Oregon,1972,R,0,Richard Nixon,R,0,0,1
Pennsylvania,1972,R,1,Richard Nixon,R,0,0,1
Rhode Island,1972,R,1,Richard Nixon,R,0,0,1
South Carolina,1972,R,0,Richard Nixon,R,0,0,1
South Dakota,1972,R,0,Richard Nixon,R,0,0,1
Tennessee,1972,R,0,Richard Nixon,R,0,0,1
Texas,1972,R,1,Richard Nixon,R,0,0,1
Utah,1972,R,0,Richard Nixon,R,0,0,1
Vermont,1972,R,0,Richard Nixon,R,0,0,1
Virginia,1972,R,0,Richard Nixon,R,0,0,1
Washington,1972,R,1,Richard Nixon,R,0,0,1
West Virginia,1972,R,1,Richard Nixon,R,0,0,1
Wisconsin,1972,R,0,Richard Nixon,R,0,0,1
Wyoming,1972,R,0,Richard Nixon,R,0,0,1
Alabama,1976,D,1,Jimmy Carter,D,1,0,0
Alaska,1976,R,0,Jimmy Carter,D,0,0,1
Arizona,1976,R,0,Jimmy Carter,D,0,0,1
Arkansas,1976,D,1,Jimmy Carter,D,1,0,0
California,1976,R,0,Jimmy Carter,D,0,0,1
Colorado,1976,R,0,Jimmy Carter,D,0,0,1
Connecticut,1976,R,0,Jimmy Carter,D,0,0,1
D.C.,1976,D,0,Jimmy Carter,D,1,0,0
Delaware,1976,D,1,Jimmy Carter,D,1,0,0
Florida,1976,D,1,Jimmy Carter,D,1,0,0
Georgia,1976,D,1,Jimmy Carter,D,1,0,0
Hawaii,1976,D,1,Jimmy Carter,D,1,0,0
Idaho,1976,R,0,Jimmy Carter,D,0,0,1
Illinois,1976,R,0,Jimmy Carter,D,0,0,1
Indiana,1976,R,0,Jimmy Carter,D,0,0,1
Iowa,1976,R,0,Jimmy Carter,D,0,0,1
Kansas,1976,R,0,Jimmy Carter,D,0,0,1
Kentucky,1976,D,1,Jimmy Carter,D,1,0,0
Louisiana,1976,D,1,Jimmy Carter,D,1,0,0
Maine,1976,R,0,Jimmy Carter,D,0,0,1
Maryland,1976,D,1,Jimmy Carter,D,1,0,0
Massachusetts,1976,D,0,Jimmy Carter,D,1,0,0
Michigan,1976,R,0,Jimmy Carter,D,0,0,1
Minnesota,1976,D,1,Jimmy Carter,D,1,0,0
Mississippi,1976,D,1,Jimmy Carter,D,1,0,0
Missouri,1976,D,1,Jimmy Carter,D,1,0,0
Montana,1976,R,0,Jimmy Carter,D,0,0,1
Nebraska,1976,R,0,Jimmy Carter,D,0,0,1
Nevada,1976,R,0,Jimmy Carter,D,0,0,1
New Hampshire,1976,R,0,Jimmy Carter,D,0,0,1
New Jersey,1976,R,0,Jimmy Carter,D,0,0,1
New Mexico,1976,R,0,Jimmy Carter,D,0,0,1
New York,1976,D,1,Jimmy Carter,D,1,0,0
North Carolina,1976,D,1,Jimmy Carter,D,1,0,0
North Dakota,1976,R,0,Jimmy Carter,D,0,0,1
Ohio,1976,D,1,Jimmy Carter,D,1,0,0
Oklahoma,1976,R,0,Jimmy Carter,D,0,0,1
Oregon,1976,R,0,Jimmy Carter,D,0,0,1
Pennsylvania,1976,D,1,Jimmy Carter,D,1,0,0
Rhode Island,1976,D,1,Jimmy Carter,D,1,0,0
South Carolina,1976,D,1,Jimmy Carter,D,1,0,0
South Dakota,1976,R,0,Jimmy Carter,D,0,0,1
Tennessee,1976,D,1,Jimmy Carter,D,1,0,0
Texas,1976,D,1,Jimmy Carter,D,1,0,0
Utah,1976,R,0,Jimmy Carter,D,0,0,1
Vermont,1976,R,0,Jimmy Carter,D,0,0,1
Virginia,1976,R,0,Jimmy Carter,D,0,0,1
